topic_number,buckets,authors,posts,post_author_ratio
223,0.1,1,1,1.0
223,0.2,5,5,1.0
223,0.3,9,10,1.1111111111111112
223,0.4,11,12,1.0909090909090908
223,0.5,4,4,1.0
223,0.6,1,1,1.0
223,0.7,3,4,1.3333333333333333
223,0.8,1,1,1.0
223,0.9,1,1,1.0
223,1.0,0,0,-1.0
224,0.1,15,16,1.0666666666666667
224,0.2,13,14,1.0769230769230769
224,0.3,15,17,1.1333333333333333
224,0.4,9,10,1.1111111111111112
224,0.5,6,15,2.5
224,0.6,4,7,1.75
224,0.7,0,0,-1.0
224,0.8,0,0,-1.0
224,0.9,0,0,-1.0
224,1.0,0,0,-1.0
225,0.1,16,16,1.0
225,0.2,14,14,1.0
225,0.3,13,13,1.0
225,0.4,9,11,1.2222222222222223
225,0.5,3,3,1.0
225,0.6,2,2,1.0
225,0.7,0,0,-1.0
225,0.8,0,0,-1.0
225,0.9,0,0,-1.0
225,1.0,0,0,-1.0
226,0.1,4,5,1.25
226,0.2,2,3,1.5
226,0.3,1,1,1.0
226,0.4,1,1,1.0
226,0.5,1,1,1.0
226,0.6,0,0,-1.0
226,0.7,2,6,3.0
226,0.8,0,0,-1.0
226,0.9,1,1,1.0
226,1.0,0,0,-1.0
227,0.1,26,27,1.0384615384615385
227,0.2,40,42,1.05
227,0.3,43,49,1.1395348837209303
227,0.4,26,39,1.5
227,0.5,12,21,1.75
227,0.6,6,7,1.1666666666666667
227,0.7,4,9,2.25
227,0.8,1,1,1.0
227,0.9,0,0,-1.0
227,1.0,0,0,-1.0
228,0.1,6,6,1.0
228,0.2,8,8,1.0
228,0.3,5,5,1.0
228,0.4,5,5,1.0
228,0.5,2,5,2.5
228,0.6,1,1,1.0
228,0.7,0,0,-1.0
228,0.8,0,0,-1.0
228,0.9,1,1,1.0
228,1.0,0,0,-1.0
229,0.1,4,4,1.0
229,0.2,10,10,1.0
229,0.3,4,4,1.0
229,0.4,0,0,-1.0
229,0.5,0,0,-1.0
229,0.6,1,1,1.0
229,0.7,0,0,-1.0
229,0.8,0,0,-1.0
229,0.9,1,1,1.0
229,1.0,0,0,-1.0
230,0.1,16,16,1.0
230,0.2,9,9,1.0
230,0.3,9,9,1.0
230,0.4,11,11,1.0
230,0.5,5,5,1.0
230,0.6,2,2,1.0
230,0.7,1,1,1.0
230,0.8,0,0,-1.0
230,0.9,0,0,-1.0
230,1.0,0,0,-1.0
231,0.1,1,1,1.0
231,0.2,7,7,1.0
231,0.3,4,4,1.0
231,0.4,6,6,1.0
231,0.5,2,2,1.0
231,0.6,0,0,-1.0
231,0.7,0,0,-1.0
231,0.8,0,0,-1.0
231,0.9,0,0,-1.0
231,1.0,0,0,-1.0
232,0.1,8,8,1.0
232,0.2,9,9,1.0
232,0.3,6,6,1.0
232,0.4,7,9,1.2857142857142858
232,0.5,3,3,1.0
232,0.6,0,0,-1.0
232,0.7,1,1,1.0
232,0.8,0,0,-1.0
232,0.9,0,0,-1.0
232,1.0,0,0,-1.0
233,0.1,20,23,1.15
233,0.2,10,10,1.0
233,0.3,10,17,1.7
233,0.4,6,7,1.1666666666666667
233,0.5,3,3,1.0
233,0.6,0,0,-1.0
233,0.7,0,0,-1.0
233,0.8,0,0,-1.0
233,0.9,0,0,-1.0
233,1.0,0,0,-1.0
234,0.1,34,34,1.0
234,0.2,14,14,1.0
234,0.3,12,12,1.0
234,0.4,7,8,1.1428571428571428
234,0.5,2,2,1.0
234,0.6,2,2,1.0
234,0.7,1,1,1.0
234,0.8,1,8,8.0
234,0.9,1,1,1.0
234,1.0,0,0,-1.0
235,0.1,4,5,1.25
235,0.2,3,4,1.3333333333333333
235,0.3,5,5,1.0
235,0.4,3,4,1.3333333333333333
235,0.5,2,2,1.0
235,0.6,0,0,-1.0
235,0.7,0,0,-1.0
235,0.8,0,0,-1.0
235,0.9,0,0,-1.0
235,1.0,0,0,-1.0
236,0.1,20,20,1.0
236,0.2,19,19,1.0
236,0.3,10,10,1.0
236,0.4,4,4,1.0
236,0.5,2,2,1.0
236,0.6,2,2,1.0
236,0.7,0,0,-1.0
236,0.8,0,0,-1.0
236,0.9,0,0,-1.0
236,1.0,0,0,-1.0
237,0.1,10,10,1.0
237,0.2,4,4,1.0
237,0.3,3,3,1.0
237,0.4,6,7,1.1666666666666667
237,0.5,4,5,1.25
237,0.6,1,1,1.0
237,0.7,0,0,-1.0
237,0.8,1,1,1.0
237,0.9,0,0,-1.0
237,1.0,0,0,-1.0
238,0.1,6,6,1.0
238,0.2,2,2,1.0
238,0.3,3,3,1.0
238,0.4,4,4,1.0
238,0.5,3,4,1.3333333333333333
238,0.6,1,1,1.0
238,0.7,0,0,-1.0
238,0.8,0,0,-1.0
238,0.9,0,0,-1.0
238,1.0,0,0,-1.0
239,0.1,7,7,1.0
239,0.2,7,7,1.0
239,0.3,2,2,1.0
239,0.4,8,10,1.25
239,0.5,1,1,1.0
239,0.6,0,0,-1.0
239,0.7,3,11,3.6666666666666665
239,0.8,0,0,-1.0
239,0.9,1,1,1.0
239,1.0,0,0,-1.0
240,0.1,11,13,1.1818181818181819
240,0.2,12,13,1.0833333333333333
240,0.3,4,4,1.0
240,0.4,5,5,1.0
240,0.5,4,4,1.0
240,0.6,1,1,1.0
240,0.7,1,2,2.0
240,0.8,0,0,-1.0
240,0.9,1,1,1.0
240,1.0,0,0,-1.0
241,0.1,12,13,1.0833333333333333
241,0.2,9,9,1.0
241,0.3,8,8,1.0
241,0.4,5,5,1.0
241,0.5,4,4,1.0
241,0.6,2,2,1.0
241,0.7,2,3,1.5
241,0.8,0,0,-1.0
241,0.9,2,2,1.0
241,1.0,0,0,-1.0
242,0.1,2,2,1.0
242,0.2,1,1,1.0
242,0.3,1,1,1.0
242,0.4,2,2,1.0
242,0.5,2,2,1.0
242,0.6,2,3,1.5
242,0.7,1,1,1.0
242,0.8,1,1,1.0
242,0.9,2,3,1.5
242,1.0,0,0,-1.0
243,0.1,1,1,1.0
243,0.2,6,6,1.0
243,0.3,6,6,1.0
243,0.4,3,4,1.3333333333333333
243,0.5,3,3,1.0
243,0.6,0,0,-1.0
243,0.7,0,0,-1.0
243,0.8,0,0,-1.0
243,0.9,0,0,-1.0
243,1.0,0,0,-1.0
244,0.1,3,5,1.6666666666666667
244,0.2,1,2,2.0
244,0.3,2,5,2.5
244,0.4,4,4,1.0
244,0.5,0,0,-1.0
244,0.6,3,4,1.3333333333333333
244,0.7,0,0,-1.0
244,0.8,0,0,-1.0
244,0.9,0,0,-1.0
244,1.0,0,0,-1.0
245,0.1,3,4,1.3333333333333333
245,0.2,3,3,1.0
245,0.3,3,3,1.0
245,0.4,2,4,2.0
245,0.5,1,1,1.0
245,0.6,3,4,1.3333333333333333
245,0.7,0,0,-1.0
245,0.8,0,0,-1.0
245,0.9,0,0,-1.0
245,1.0,0,0,-1.0
246,0.1,9,9,1.0
246,0.2,3,3,1.0
246,0.3,2,2,1.0
246,0.4,4,4,1.0
246,0.5,2,2,1.0
246,0.6,0,0,-1.0
246,0.7,0,0,-1.0
246,0.8,0,0,-1.0
246,0.9,0,0,-1.0
246,1.0,0,0,-1.0
247,0.1,7,7,1.0
247,0.2,8,9,1.125
247,0.3,0,0,-1.0
247,0.4,1,1,1.0
247,0.5,3,3,1.0
247,0.6,0,0,-1.0
247,0.7,0,0,-1.0
247,0.8,0,0,-1.0
247,0.9,0,0,-1.0
247,1.0,0,0,-1.0
248,0.1,13,13,1.0
248,0.2,6,7,1.1666666666666667
248,0.3,5,5,1.0
248,0.4,5,5,1.0
248,0.5,2,2,1.0
248,0.6,0,0,-1.0
248,0.7,0,0,-1.0
248,0.8,0,0,-1.0
248,0.9,0,0,-1.0
248,1.0,0,0,-1.0
249,0.1,5,5,1.0
249,0.2,3,3,1.0
249,0.3,4,4,1.0
249,0.4,3,4,1.3333333333333333
249,0.5,1,1,1.0
249,0.6,1,2,2.0
249,0.7,0,0,-1.0
249,0.8,0,0,-1.0
249,0.9,1,1,1.0
249,1.0,0,0,-1.0
250,0.1,3,3,1.0
250,0.2,4,4,1.0
250,0.3,4,4,1.0
250,0.4,5,5,1.0
250,0.5,2,2,1.0
250,0.6,1,2,2.0
250,0.7,0,0,-1.0
250,0.8,0,0,-1.0
250,0.9,0,0,-1.0
250,1.0,0,0,-1.0
251,0.1,16,16,1.0
251,0.2,6,6,1.0
251,0.3,4,4,1.0
251,0.4,5,5,1.0
251,0.5,1,1,1.0
251,0.6,0,0,-1.0
251,0.7,1,2,2.0
251,0.8,0,0,-1.0
251,0.9,0,0,-1.0
251,1.0,0,0,-1.0
252,0.1,8,8,1.0
252,0.2,3,3,1.0
252,0.3,10,10,1.0
252,0.4,4,6,1.5
252,0.5,3,19,6.333333333333333
252,0.6,1,1,1.0
252,0.7,3,3,1.0
252,0.8,0,0,-1.0
252,0.9,1,1,1.0
252,1.0,0,0,-1.0
253,0.1,7,8,1.1428571428571428
253,0.2,3,3,1.0
253,0.3,7,8,1.1428571428571428
253,0.4,5,6,1.2
253,0.5,3,3,1.0
253,0.6,1,1,1.0
253,0.7,1,2,2.0
253,0.8,0,0,-1.0
253,0.9,0,0,-1.0
253,1.0,0,0,-1.0
254,0.1,1,1,1.0
254,0.2,8,8,1.0
254,0.3,7,8,1.1428571428571428
254,0.4,3,3,1.0
254,0.5,1,1,1.0
254,0.6,1,1,1.0
254,0.7,0,0,-1.0
254,0.8,0,0,-1.0
254,0.9,0,0,-1.0
254,1.0,0,0,-1.0
255,0.1,36,36,1.0
255,0.2,27,27,1.0
255,0.3,25,26,1.04
255,0.4,15,16,1.0666666666666667
255,0.5,5,5,1.0
255,0.6,4,5,1.25
255,0.7,0,0,-1.0
255,0.8,0,0,-1.0
255,0.9,0,0,-1.0
255,1.0,0,0,-1.0
256,0.1,5,5,1.0
256,0.2,5,5,1.0
256,0.3,3,3,1.0
256,0.4,2,2,1.0
256,0.5,1,1,1.0
256,0.6,0,0,-1.0
256,0.7,0,0,-1.0
256,0.8,0,0,-1.0
256,0.9,1,1,1.0
256,1.0,0,0,-1.0
257,0.1,16,16,1.0
257,0.2,18,18,1.0
257,0.3,16,23,1.4375
257,0.4,12,12,1.0
257,0.5,5,5,1.0
257,0.6,0,0,-1.0
257,0.7,0,0,-1.0
257,0.8,0,0,-1.0
257,0.9,0,0,-1.0
257,1.0,0,0,-1.0
258,0.1,5,5,1.0
258,0.2,5,6,1.2
258,0.3,2,2,1.0
258,0.4,3,3,1.0
258,0.5,2,2,1.0
258,0.6,1,1,1.0
258,0.7,0,0,-1.0
258,0.8,0,0,-1.0
258,0.9,1,1,1.0
258,1.0,0,0,-1.0
259,0.1,14,14,1.0
259,0.2,7,7,1.0
259,0.3,3,3,1.0
259,0.4,1,1,1.0
259,0.5,0,0,-1.0
259,0.6,0,0,-1.0
259,0.7,0,0,-1.0
259,0.8,0,0,-1.0
259,0.9,0,0,-1.0
259,1.0,0,0,-1.0
260,0.1,5,8,1.6
260,0.2,1,1,1.0
260,0.3,4,5,1.25
260,0.4,2,2,1.0
260,0.5,3,3,1.0
260,0.6,1,1,1.0
260,0.7,0,0,-1.0
260,0.8,0,0,-1.0
260,0.9,0,0,-1.0
260,1.0,0,0,-1.0
261,0.1,4,6,1.5
261,0.2,3,4,1.3333333333333333
261,0.3,3,3,1.0
261,0.4,2,2,1.0
261,0.5,1,1,1.0
261,0.6,3,4,1.3333333333333333
261,0.7,0,0,-1.0
261,0.8,0,0,-1.0
261,0.9,0,0,-1.0
261,1.0,0,0,-1.0
262,0.1,0,0,-1.0
262,0.2,4,5,1.25
262,0.3,1,1,1.0
262,0.4,1,1,1.0
262,0.5,0,0,-1.0
262,0.6,0,0,-1.0
262,0.7,0,0,-1.0
262,0.8,0,0,-1.0
262,0.9,0,0,-1.0
262,1.0,0,0,-1.0
263,0.1,6,6,1.0
263,0.2,7,7,1.0
263,0.3,9,11,1.2222222222222223
263,0.4,7,9,1.2857142857142858
263,0.5,4,5,1.25
263,0.6,1,1,1.0
263,0.7,0,0,-1.0
263,0.8,0,0,-1.0
263,0.9,0,0,-1.0
263,1.0,0,0,-1.0
264,0.1,4,6,1.5
264,0.2,4,4,1.0
264,0.3,2,2,1.0
264,0.4,2,2,1.0
264,0.5,2,3,1.5
264,0.6,0,0,-1.0
264,0.7,1,3,3.0
264,0.8,0,0,-1.0
264,0.9,0,0,-1.0
264,1.0,0,0,-1.0
265,0.1,3,3,1.0
265,0.2,0,0,-1.0
265,0.3,4,4,1.0
265,0.4,3,3,1.0
265,0.5,2,2,1.0
265,0.6,1,3,3.0
265,0.7,0,0,-1.0
265,0.8,1,4,4.0
265,0.9,1,1,1.0
265,1.0,0,0,-1.0
266,0.1,14,14,1.0
266,0.2,13,13,1.0
266,0.3,9,9,1.0
266,0.4,5,5,1.0
266,0.5,4,5,1.25
266,0.6,1,1,1.0
266,0.7,1,1,1.0
266,0.8,0,0,-1.0
266,0.9,1,1,1.0
266,1.0,0,0,-1.0
267,0.1,9,9,1.0
267,0.2,12,12,1.0
267,0.3,11,11,1.0
267,0.4,5,5,1.0
267,0.5,2,2,1.0
267,0.6,1,1,1.0
267,0.7,1,1,1.0
267,0.8,1,2,2.0
267,0.9,1,1,1.0
267,1.0,0,0,-1.0
268,0.1,10,10,1.0
268,0.2,13,13,1.0
268,0.3,4,4,1.0
268,0.4,7,12,1.7142857142857142
268,0.5,4,5,1.25
268,0.6,4,12,3.0
268,0.7,2,2,1.0
268,0.8,0,0,-1.0
268,0.9,0,0,-1.0
268,1.0,0,0,-1.0
269,0.1,20,20,1.0
269,0.2,11,11,1.0
269,0.3,11,11,1.0
269,0.4,8,8,1.0
269,0.5,1,1,1.0
269,0.6,4,4,1.0
269,0.7,0,0,-1.0
269,0.8,0,0,-1.0
269,0.9,1,2,2.0
269,1.0,0,0,-1.0
270,0.1,7,7,1.0
270,0.2,8,9,1.125
270,0.3,3,3,1.0
270,0.4,2,2,1.0
270,0.5,0,0,-1.0
270,0.6,0,0,-1.0
270,0.7,1,1,1.0
270,0.8,0,0,-1.0
270,0.9,0,0,-1.0
270,1.0,0,0,-1.0
271,0.1,11,11,1.0
271,0.2,14,16,1.1428571428571428
271,0.3,10,12,1.2
271,0.4,6,6,1.0
271,0.5,4,5,1.25
271,0.6,1,1,1.0
271,0.7,0,0,-1.0
271,0.8,0,0,-1.0
271,0.9,0,0,-1.0
271,1.0,0,0,-1.0
272,0.1,14,14,1.0
272,0.2,13,13,1.0
272,0.3,5,6,1.2
272,0.4,10,11,1.1
272,0.5,0,0,-1.0
272,0.6,1,1,1.0
272,0.7,0,0,-1.0
272,0.8,0,0,-1.0
272,0.9,1,1,1.0
272,1.0,0,0,-1.0
273,0.1,3,3,1.0
273,0.2,3,3,1.0
273,0.3,5,5,1.0
273,0.4,3,3,1.0
273,0.5,0,0,-1.0
273,0.6,0,0,-1.0
273,0.7,1,4,4.0
273,0.8,0,0,-1.0
273,0.9,1,2,2.0
273,1.0,0,0,-1.0
274,0.1,10,10,1.0
274,0.2,9,9,1.0
274,0.3,7,7,1.0
274,0.4,7,7,1.0
274,0.5,2,2,1.0
274,0.6,3,3,1.0
274,0.7,0,0,-1.0
274,0.8,0,0,-1.0
274,0.9,0,0,-1.0
274,1.0,0,0,-1.0
275,0.1,12,12,1.0
275,0.2,12,13,1.0833333333333333
275,0.3,7,7,1.0
275,0.4,2,2,1.0
275,0.5,6,6,1.0
275,0.6,0,0,-1.0
275,0.7,0,0,-1.0
275,0.8,0,0,-1.0
275,0.9,0,0,-1.0
275,1.0,0,0,-1.0
276,0.1,4,4,1.0
276,0.2,1,1,1.0
276,0.3,3,5,1.6666666666666667
276,0.4,4,6,1.5
276,0.5,3,3,1.0
276,0.6,1,1,1.0
276,0.7,0,0,-1.0
276,0.8,0,0,-1.0
276,0.9,0,0,-1.0
276,1.0,0,0,-1.0
277,0.1,21,22,1.0476190476190477
277,0.2,11,14,1.2727272727272727
277,0.3,10,13,1.3
277,0.4,7,8,1.1428571428571428
277,0.5,6,7,1.1666666666666667
277,0.6,4,12,3.0
277,0.7,2,4,2.0
277,0.8,0,0,-1.0
277,0.9,0,0,-1.0
277,1.0,0,0,-1.0
278,0.1,17,17,1.0
278,0.2,14,14,1.0
278,0.3,12,13,1.0833333333333333
278,0.4,6,9,1.5
278,0.5,6,7,1.1666666666666667
278,0.6,0,0,-1.0
278,0.7,0,0,-1.0
278,0.8,0,0,-1.0
278,0.9,0,0,-1.0
278,1.0,0,0,-1.0
279,0.1,11,12,1.0909090909090908
279,0.2,7,7,1.0
279,0.3,6,6,1.0
279,0.4,3,4,1.3333333333333333
279,0.5,0,0,-1.0
279,0.6,0,0,-1.0
279,0.7,0,0,-1.0
279,0.8,0,0,-1.0
279,0.9,0,0,-1.0
279,1.0,0,0,-1.0
280,0.1,11,11,1.0
280,0.2,9,9,1.0
280,0.3,17,17,1.0
280,0.4,6,6,1.0
280,0.5,11,12,1.0909090909090908
280,0.6,2,3,1.5
280,0.7,0,0,-1.0
280,0.8,0,0,-1.0
280,0.9,0,0,-1.0
280,1.0,0,0,-1.0
281,0.1,18,18,1.0
281,0.2,17,18,1.0588235294117647
281,0.3,19,19,1.0
281,0.4,12,15,1.25
281,0.5,4,5,1.25
281,0.6,4,4,1.0
281,0.7,1,1,1.0
281,0.8,0,0,-1.0
281,0.9,0,0,-1.0
281,1.0,0,0,-1.0
282,0.1,3,6,2.0
282,0.2,5,5,1.0
282,0.3,7,7,1.0
282,0.4,5,5,1.0
282,0.5,6,6,1.0
282,0.6,8,8,1.0
282,0.7,3,3,1.0
282,0.8,0,0,-1.0
282,0.9,0,0,-1.0
282,1.0,0,0,-1.0
283,0.1,3,3,1.0
283,0.2,4,5,1.25
283,0.3,3,3,1.0
283,0.4,4,4,1.0
283,0.5,2,3,1.5
283,0.6,1,1,1.0
283,0.7,1,1,1.0
283,0.8,0,0,-1.0
283,0.9,0,0,-1.0
283,1.0,0,0,-1.0
284,0.1,15,15,1.0
284,0.2,7,7,1.0
284,0.3,9,9,1.0
284,0.4,4,5,1.25
284,0.5,1,1,1.0
284,0.6,0,0,-1.0
284,0.7,1,3,3.0
284,0.8,0,0,-1.0
284,0.9,0,0,-1.0
284,1.0,0,0,-1.0
285,0.1,7,7,1.0
285,0.2,7,9,1.2857142857142858
285,0.3,7,7,1.0
285,0.4,9,9,1.0
285,0.5,1,1,1.0
285,0.6,0,0,-1.0
285,0.7,1,1,1.0
285,0.8,0,0,-1.0
285,0.9,0,0,-1.0
285,1.0,0,0,-1.0
286,0.1,15,15,1.0
286,0.2,7,8,1.1428571428571428
286,0.3,11,12,1.0909090909090908
286,0.4,12,12,1.0
286,0.5,3,3,1.0
286,0.6,2,3,1.5
286,0.7,0,0,-1.0
286,0.8,0,0,-1.0
286,0.9,0,0,-1.0
286,1.0,0,0,-1.0
287,0.1,14,14,1.0
287,0.2,18,18,1.0
287,0.3,6,8,1.3333333333333333
287,0.4,10,12,1.2
287,0.5,5,5,1.0
287,0.6,0,0,-1.0
287,0.7,0,0,-1.0
287,0.8,0,0,-1.0
287,0.9,0,0,-1.0
287,1.0,0,0,-1.0
288,0.1,25,25,1.0
288,0.2,14,14,1.0
288,0.3,15,16,1.0666666666666667
288,0.4,10,10,1.0
288,0.5,19,21,1.105263157894737
288,0.6,0,0,-1.0
288,0.7,0,0,-1.0
288,0.8,1,2,2.0
288,0.9,0,0,-1.0
288,1.0,0,0,-1.0
289,0.1,3,3,1.0
289,0.2,12,12,1.0
289,0.3,8,8,1.0
289,0.4,5,5,1.0
289,0.5,4,4,1.0
289,0.6,0,0,-1.0
289,0.7,0,0,-1.0
289,0.8,0,0,-1.0
289,0.9,0,0,-1.0
289,1.0,0,0,-1.0
290,0.1,15,15,1.0
290,0.2,17,17,1.0
290,0.3,13,13,1.0
290,0.4,6,6,1.0
290,0.5,2,2,1.0
290,0.6,1,1,1.0
290,0.7,1,1,1.0
290,0.8,1,5,5.0
290,0.9,0,0,-1.0
290,1.0,0,0,-1.0
291,0.1,17,17,1.0
291,0.2,22,22,1.0
291,0.3,19,19,1.0
291,0.4,22,24,1.0909090909090908
291,0.5,13,14,1.0769230769230769
291,0.6,2,2,1.0
291,0.7,1,1,1.0
291,0.8,0,0,-1.0
291,0.9,0,0,-1.0
291,1.0,0,0,-1.0
292,0.1,16,16,1.0
292,0.2,12,12,1.0
292,0.3,9,9,1.0
292,0.4,9,12,1.3333333333333333
292,0.5,6,7,1.1666666666666667
292,0.6,2,3,1.5
292,0.7,0,0,-1.0
292,0.8,0,0,-1.0
292,0.9,0,0,-1.0
292,1.0,0,0,-1.0
293,0.1,8,8,1.0
293,0.2,12,12,1.0
293,0.3,10,10,1.0
293,0.4,6,6,1.0
293,0.5,3,3,1.0
293,0.6,1,1,1.0
293,0.7,0,0,-1.0
293,0.8,0,0,-1.0
293,0.9,0,0,-1.0
293,1.0,0,0,-1.0
